,no_sd,focal_species,treatment_level,yes_n,no_n,organ,no_mean,treatment,invasive_species,interaction_type,yes_sd,yes_mean,study_id,native_functional_group,invasive_functional_group,latitude,longitude,collection_year
461,0.003838603,Galeopsis speciosa,IMP-LI1 & IMP-SED1 - high_nutrients - low_light,10,10,RMF,0.122424713,nutrients & shading,Impatiens parviflora,control_alone,0.006028909,0.158138532,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
462,0.007683546,Galeopsis speciosa,IMP-LI1 & IMP-TEP2 - high_nutrients - low_light,10,10,RMF,0.186094402,nutrients & shading,Impatiens parviflora,control_alone,0.006028909,0.158138532,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
463,0.002497959,Galeopsis speciosa,IMP-LI1 & IMP-VO3 - high_nutrients - low_light,10,10,RMF,0.133594814,nutrients & shading,Impatiens parviflora,control_alone,0.006028909,0.158138532,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
464,0.004883549,Galeopsis speciosa,IMP-LI1 & IMP-PO1 - high_nutrients - low_light,10,10,RMF,0.152487915,nutrients & shading,Impatiens parviflora,control_alone,0.006028909,0.158138532,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
465,0.008202471,Galeopsis speciosa,IMP-LI1 & IMP-TEP2 - high_nutrients - low_light,10,10,RMF,0.175557131,nutrients & shading,Impatiens parviflora,control_alone,0.006028909,0.158138532,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
466,0.006815572,Galeopsis speciosa,IMP-LI1 & IMP-VO3 - high_nutrients - low_light,10,10,RMF,0.164879603,nutrients & shading,Impatiens parviflora,control_alone,0.006028909,0.158138532,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
467,0.003838603,Galeopsis speciosa,IMP-PO2 & IMP-SED1 - high_nutrients - low_light,8,8,RMF,0.122424713,nutrients & shading,Impatiens parviflora,control_alone,0.006814747,0.15317593,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
468,0.007683546,Galeopsis speciosa,IMP-PO2 & IMP-TEP2 - high_nutrients - low_light,8,8,RMF,0.186094402,nutrients & shading,Impatiens parviflora,control_alone,0.006814747,0.15317593,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
469,0.002497959,Galeopsis speciosa,IMP-PO2 & IMP-VO3 - high_nutrients - low_light,8,8,RMF,0.133594814,nutrients & shading,Impatiens parviflora,control_alone,0.006814747,0.15317593,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
470,0.008202471,Galeopsis speciosa,IMP-PO2 & IMP-TEP2 - high_nutrients - low_light,8,8,RMF,0.175557131,nutrients & shading,Impatiens parviflora,control_alone,0.006814747,0.15317593,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
471,0.006815572,Galeopsis speciosa,IMP-PO2 & IMP-VO3 - high_nutrients - low_light,8,8,RMF,0.164879603,nutrients & shading,Impatiens parviflora,control_alone,0.006814747,0.15317593,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
472,0.007683546,Galeopsis speciosa,IMP-TEP & IMP-TEP2 - high_nutrients - low_light,9,9,RMF,0.186094402,nutrients & shading,Impatiens parviflora,control_alone,0.005336154,0.143956422,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
473,0.002497959,Galeopsis speciosa,IMP-TEP & IMP-VO3 - high_nutrients - low_light,9,9,RMF,0.133594814,nutrients & shading,Impatiens parviflora,control_alone,0.005336154,0.143956422,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
474,0.008202471,Galeopsis speciosa,IMP-TEP & IMP-TEP2 - high_nutrients - low_light,9,9,RMF,0.175557131,nutrients & shading,Impatiens parviflora,control_alone,0.005336154,0.143956422,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
475,0.006815572,Galeopsis speciosa,IMP-TEP & IMP-VO3 - high_nutrients - low_light,9,9,RMF,0.164879603,nutrients & shading,Impatiens parviflora,control_alone,0.005336154,0.143956422,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
476,0.007683546,Galeopsis speciosa,IMP-TEP1 & IMP-TEP2 - high_nutrients - low_light,9,9,RMF,0.186094402,nutrients & shading,Impatiens parviflora,control_alone,0.005614866,0.153867019,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
477,0.002497959,Galeopsis speciosa,IMP-TEP1 & IMP-VO3 - high_nutrients - low_light,9,9,RMF,0.133594814,nutrients & shading,Impatiens parviflora,control_alone,0.005614866,0.153867019,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
478,0.008202471,Galeopsis speciosa,IMP-TEP1 & IMP-TEP2 - high_nutrients - low_light,9,9,RMF,0.175557131,nutrients & shading,Impatiens parviflora,control_alone,0.005614866,0.153867019,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
479,0.006815572,Galeopsis speciosa,IMP-TEP1 & IMP-VO3 - high_nutrients - low_light,9,9,RMF,0.164879603,nutrients & shading,Impatiens parviflora,control_alone,0.005614866,0.153867019,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
480,0.007653502,Galeopsis speciosa,IMP-LI1 & IMP-PO1 - low_nutrients - high_light,10,10,RMF,0.159707481,nutrients & shading,Impatiens parviflora,control_alone,0.006866012,0.165089488,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
481,0.00745154,Galeopsis speciosa,IMP-LI1 & IMP-SED1 - low_nutrients - high_light,10,10,RMF,0.170584496,nutrients & shading,Impatiens parviflora,control_alone,0.006866012,0.165089488,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
482,0.006954575,Galeopsis speciosa,IMP-LI1 & IMP-TEP2 - low_nutrients - high_light,10,10,RMF,0.172772892,nutrients & shading,Impatiens parviflora,control_alone,0.006866012,0.165089488,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
483,0.00451282,Galeopsis speciosa,IMP-LI1 & IMP-VO3 - low_nutrients - high_light,10,10,RMF,0.16857597,nutrients & shading,Impatiens parviflora,control_alone,0.006866012,0.165089488,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
484,0.004883549,Galeopsis speciosa,IMP-LI1 & IMP-PO1 - low_nutrients - high_light,10,10,RMF,0.152487915,nutrients & shading,Impatiens parviflora,control_alone,0.006866012,0.165089488,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
485,0.008202471,Galeopsis speciosa,IMP-LI1 & IMP-TEP2 - low_nutrients - high_light,10,10,RMF,0.175557131,nutrients & shading,Impatiens parviflora,control_alone,0.006866012,0.165089488,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
486,0.006815572,Galeopsis speciosa,IMP-LI1 & IMP-VO3 - low_nutrients - high_light,10,10,RMF,0.164879603,nutrients & shading,Impatiens parviflora,control_alone,0.006866012,0.165089488,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
487,0.00745154,Galeopsis speciosa,IMP-PO2 & IMP-SED1 - low_nutrients - high_light,10,10,RMF,0.170584496,nutrients & shading,Impatiens parviflora,control_alone,0.008287435,0.17007048,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
488,0.006954575,Galeopsis speciosa,IMP-PO2 & IMP-TEP2 - low_nutrients - high_light,10,10,RMF,0.172772892,nutrients & shading,Impatiens parviflora,control_alone,0.008287435,0.17007048,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
489,0.00451282,Galeopsis speciosa,IMP-PO2 & IMP-VO3 - low_nutrients - high_light,10,10,RMF,0.16857597,nutrients & shading,Impatiens parviflora,control_alone,0.008287435,0.17007048,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
490,0.008202471,Galeopsis speciosa,IMP-PO2 & IMP-TEP2 - low_nutrients - high_light,10,10,RMF,0.175557131,nutrients & shading,Impatiens parviflora,control_alone,0.008287435,0.17007048,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
491,0.006815572,Galeopsis speciosa,IMP-PO2 & IMP-VO3 - low_nutrients - high_light,10,10,RMF,0.164879603,nutrients & shading,Impatiens parviflora,control_alone,0.008287435,0.17007048,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
492,0.006954575,Galeopsis speciosa,IMP-TEP & IMP-TEP2 - low_nutrients - high_light,8,8,RMF,0.172772892,nutrients & shading,Impatiens parviflora,control_alone,0.003208018,0.140780727,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
493,0.00451282,Galeopsis speciosa,IMP-TEP & IMP-VO3 - low_nutrients - high_light,8,8,RMF,0.16857597,nutrients & shading,Impatiens parviflora,control_alone,0.003208018,0.140780727,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
494,0.008202471,Galeopsis speciosa,IMP-TEP & IMP-TEP2 - low_nutrients - high_light,8,8,RMF,0.175557131,nutrients & shading,Impatiens parviflora,control_alone,0.003208018,0.140780727,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
495,0.006815572,Galeopsis speciosa,IMP-TEP & IMP-VO3 - low_nutrients - high_light,8,8,RMF,0.164879603,nutrients & shading,Impatiens parviflora,control_alone,0.003208018,0.140780727,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
496,0.006954575,Galeopsis speciosa,IMP-TEP1 & IMP-TEP2 - low_nutrients - high_light,9,9,RMF,0.172772892,nutrients & shading,Impatiens parviflora,control_alone,0.003787407,0.136182959,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
497,0.00451282,Galeopsis speciosa,IMP-TEP1 & IMP-VO3 - low_nutrients - high_light,9,9,RMF,0.16857597,nutrients & shading,Impatiens parviflora,control_alone,0.003787407,0.136182959,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
498,0.008202471,Galeopsis speciosa,IMP-TEP1 & IMP-TEP2 - low_nutrients - high_light,9,9,RMF,0.175557131,nutrients & shading,Impatiens parviflora,control_alone,0.003787407,0.136182959,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
499,0.006815572,Galeopsis speciosa,IMP-TEP1 & IMP-VO3 - low_nutrients - high_light,9,9,RMF,0.164879603,nutrients & shading,Impatiens parviflora,control_alone,0.003787407,0.136182959,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
500,0.004883549,Galeopsis speciosa,IMP-LI1 & IMP-PO1 - low_nutrients - low_light,9,9,RMF,0.152487915,nutrients & shading,Impatiens parviflora,control_alone,0.00558913,0.184584195,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
501,0.008202471,Galeopsis speciosa,IMP-LI1 & IMP-TEP2 - low_nutrients - low_light,9,9,RMF,0.175557131,nutrients & shading,Impatiens parviflora,control_alone,0.00558913,0.184584195,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
502,0.006815572,Galeopsis speciosa,IMP-LI1 & IMP-VO3 - low_nutrients - low_light,9,9,RMF,0.164879603,nutrients & shading,Impatiens parviflora,control_alone,0.00558913,0.184584195,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
503,0.008202471,Galeopsis speciosa,IMP-PO2 & IMP-TEP2 - low_nutrients - low_light,9,9,RMF,0.175557131,nutrients & shading,Impatiens parviflora,control_alone,0.004563816,0.139172673,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
504,0.006815572,Galeopsis speciosa,IMP-PO2 & IMP-VO3 - low_nutrients - low_light,9,9,RMF,0.164879603,nutrients & shading,Impatiens parviflora,control_alone,0.004563816,0.139172673,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
505,0.008202471,Galeopsis speciosa,IMP-TEP & IMP-TEP2 - low_nutrients - low_light,9,9,RMF,0.175557131,nutrients & shading,Impatiens parviflora,control_alone,0.005119457,0.148441935,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
506,0.006815572,Galeopsis speciosa,IMP-TEP & IMP-VO3 - low_nutrients - low_light,9,9,RMF,0.164879603,nutrients & shading,Impatiens parviflora,control_alone,0.005119457,0.148441935,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
507,0.008202471,Galeopsis speciosa,IMP-TEP1 & IMP-TEP2 - low_nutrients - low_light,10,10,RMF,0.175557131,nutrients & shading,Impatiens parviflora,control_alone,0.005487758,0.170300967,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
508,0.006815572,Galeopsis speciosa,IMP-TEP1 & IMP-VO3 - low_nutrients - low_light,10,10,RMF,0.164879603,nutrients & shading,Impatiens parviflora,control_alone,0.005487758,0.170300967,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
509,0.006720714,Galeopsis speciosa,IMP-LI1 & IMP-PO1 - high_nutrients - high_light,9,9,RMF,0.140115564,nutrients & shading,Impatiens parviflora,interaction,0.008103239,0.175920496,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
510,0.008793703,Galeopsis speciosa,IMP-LI1 & IMP-SED1 - high_nutrients - high_light,9,9,RMF,0.150795429,nutrients & shading,Impatiens parviflora,interaction,0.008103239,0.175920496,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
511,0.008829935,Galeopsis speciosa,IMP-LI1 & IMP-TEP2 - high_nutrients - high_light,9,9,RMF,0.203362926,nutrients & shading,Impatiens parviflora,interaction,0.008103239,0.175920496,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
512,0.006165212,Galeopsis speciosa,IMP-LI1 & IMP-VO3 - high_nutrients - high_light,9,9,RMF,0.165248403,nutrients & shading,Impatiens parviflora,interaction,0.008103239,0.175920496,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
513,0.005758384,Galeopsis speciosa,IMP-LI1 & IMP-PO1 - high_nutrients - high_light,9,9,RMF,0.137143466,nutrients & shading,Impatiens parviflora,interaction,0.008103239,0.175920496,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
514,0.001373574,Galeopsis speciosa,IMP-LI1 & IMP-SED1 - high_nutrients - high_light,9,9,RMF,0.123494589,nutrients & shading,Impatiens parviflora,interaction,0.008103239,0.175920496,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
515,0.011760356,Galeopsis speciosa,IMP-LI1 & IMP-TEP2 - high_nutrients - high_light,9,9,RMF,0.194548,nutrients & shading,Impatiens parviflora,interaction,0.008103239,0.175920496,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
516,0.007078989,Galeopsis speciosa,IMP-LI1 & IMP-VO3 - high_nutrients - high_light,9,9,RMF,0.207961722,nutrients & shading,Impatiens parviflora,interaction,0.008103239,0.175920496,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
517,0.008793703,Galeopsis speciosa,IMP-PO2 & IMP-SED1 - high_nutrients - high_light,10,10,RMF,0.150795429,nutrients & shading,Impatiens parviflora,interaction,0.006586444,0.150636271,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
518,0.008829935,Galeopsis speciosa,IMP-PO2 & IMP-TEP2 - high_nutrients - high_light,10,10,RMF,0.203362926,nutrients & shading,Impatiens parviflora,interaction,0.006586444,0.150636271,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
519,0.006165212,Galeopsis speciosa,IMP-PO2 & IMP-VO3 - high_nutrients - high_light,10,10,RMF,0.165248403,nutrients & shading,Impatiens parviflora,interaction,0.006586444,0.150636271,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
520,0.001373574,Galeopsis speciosa,IMP-PO2 & IMP-SED1 - high_nutrients - high_light,10,10,RMF,0.123494589,nutrients & shading,Impatiens parviflora,interaction,0.006586444,0.150636271,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
521,0.011760356,Galeopsis speciosa,IMP-PO2 & IMP-TEP2 - high_nutrients - high_light,10,10,RMF,0.194548,nutrients & shading,Impatiens parviflora,interaction,0.006586444,0.150636271,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
522,0.007078989,Galeopsis speciosa,IMP-PO2 & IMP-VO3 - high_nutrients - high_light,10,10,RMF,0.207961722,nutrients & shading,Impatiens parviflora,interaction,0.006586444,0.150636271,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
523,0.008829935,Galeopsis speciosa,IMP-TEP & IMP-TEP2 - high_nutrients - high_light,10,10,RMF,0.203362926,nutrients & shading,Impatiens parviflora,interaction,0.007148124,0.188114462,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
524,0.006165212,Galeopsis speciosa,IMP-TEP & IMP-VO3 - high_nutrients - high_light,10,10,RMF,0.165248403,nutrients & shading,Impatiens parviflora,interaction,0.007148124,0.188114462,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
525,0.011760356,Galeopsis speciosa,IMP-TEP & IMP-TEP2 - high_nutrients - high_light,10,10,RMF,0.194548,nutrients & shading,Impatiens parviflora,interaction,0.007148124,0.188114462,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
526,0.007078989,Galeopsis speciosa,IMP-TEP & IMP-VO3 - high_nutrients - high_light,10,10,RMF,0.207961722,nutrients & shading,Impatiens parviflora,interaction,0.007148124,0.188114462,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
527,0.008829935,Galeopsis speciosa,IMP-TEP1 & IMP-TEP2 - high_nutrients - high_light,8,8,RMF,0.203362926,nutrients & shading,Impatiens parviflora,interaction,0.015549969,0.200974663,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
528,0.006165212,Galeopsis speciosa,IMP-TEP1 & IMP-VO3 - high_nutrients - high_light,8,8,RMF,0.165248403,nutrients & shading,Impatiens parviflora,interaction,0.015549969,0.200974663,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
529,0.011760356,Galeopsis speciosa,IMP-TEP1 & IMP-TEP2 - high_nutrients - high_light,8,8,RMF,0.194548,nutrients & shading,Impatiens parviflora,interaction,0.015549969,0.200974663,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
530,0.007078989,Galeopsis speciosa,IMP-TEP1 & IMP-VO3 - high_nutrients - high_light,8,8,RMF,0.207961722,nutrients & shading,Impatiens parviflora,interaction,0.015549969,0.200974663,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
531,0.005758384,Galeopsis speciosa,IMP-LI1 & IMP-PO1 - low_nutrients - high_light,9,9,RMF,0.137143466,nutrients & shading,Impatiens parviflora,interaction,0.007694675,0.168686211,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
532,0.001373574,Galeopsis speciosa,IMP-LI1 & IMP-SED1 - low_nutrients - high_light,9,9,RMF,0.123494589,nutrients & shading,Impatiens parviflora,interaction,0.007694675,0.168686211,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
533,0.011760356,Galeopsis speciosa,IMP-LI1 & IMP-TEP2 - low_nutrients - high_light,9,9,RMF,0.194548,nutrients & shading,Impatiens parviflora,interaction,0.007694675,0.168686211,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
534,0.007078989,Galeopsis speciosa,IMP-LI1 & IMP-VO3 - low_nutrients - high_light,9,9,RMF,0.207961722,nutrients & shading,Impatiens parviflora,interaction,0.007694675,0.168686211,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
535,0.001373574,Galeopsis speciosa,IMP-PO2 & IMP-SED1 - low_nutrients - high_light,6,6,RMF,0.123494589,nutrients & shading,Impatiens parviflora,interaction,0.003821113,0.156732279,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
536,0.011760356,Galeopsis speciosa,IMP-PO2 & IMP-TEP2 - low_nutrients - high_light,6,6,RMF,0.194548,nutrients & shading,Impatiens parviflora,interaction,0.003821113,0.156732279,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
537,0.007078989,Galeopsis speciosa,IMP-PO2 & IMP-VO3 - low_nutrients - high_light,6,6,RMF,0.207961722,nutrients & shading,Impatiens parviflora,interaction,0.003821113,0.156732279,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
538,0.011760356,Galeopsis speciosa,IMP-TEP & IMP-TEP2 - low_nutrients - high_light,7,7,RMF,0.194548,nutrients & shading,Impatiens parviflora,interaction,0.014175771,0.175748623,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
539,0.007078989,Galeopsis speciosa,IMP-TEP & IMP-VO3 - low_nutrients - high_light,7,7,RMF,0.207961722,nutrients & shading,Impatiens parviflora,interaction,0.014175771,0.175748623,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
540,0.011760356,Galeopsis speciosa,IMP-TEP1 & IMP-TEP2 - low_nutrients - high_light,9,9,RMF,0.194548,nutrients & shading,Impatiens parviflora,interaction,0.003600384,0.152980683,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
541,0.007078989,Galeopsis speciosa,IMP-TEP1 & IMP-VO3 - low_nutrients - high_light,9,9,RMF,0.207961722,nutrients & shading,Impatiens parviflora,interaction,0.003600384,0.152980683,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
542,0.013335125,Impatiens noli-tangere,IMP-PO1 & IMP-PO2 - high_nutrients - high_light,6,6,RMF,0.214388591,nutrients & shading,Impatiens parviflora,control_alone,0.003681175,0.122865627,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
543,0.013335125,Impatiens noli-tangere,IMP-PO1 & IMP-TEP - high_nutrients - high_light,6,6,RMF,0.214388591,nutrients & shading,Impatiens parviflora,control_alone,0.00684709,0.151561463,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
544,0.013335125,Impatiens noli-tangere,IMP-PO1 & IMP-TEP1 - high_nutrients - high_light,6,6,RMF,0.214388591,nutrients & shading,Impatiens parviflora,control_alone,0.007543769,0.167112983,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
545,0.013335125,Impatiens noli-tangere,IMP-PO1 & IMP-PO2 - high_nutrients - high_light,6,6,RMF,0.214388591,nutrients & shading,Impatiens parviflora,control_alone,0.006814747,0.15317593,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
546,0.013335125,Impatiens noli-tangere,IMP-PO1 & IMP-TEP - high_nutrients - high_light,6,6,RMF,0.214388591,nutrients & shading,Impatiens parviflora,control_alone,0.005336154,0.143956422,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
547,0.013335125,Impatiens noli-tangere,IMP-PO1 & IMP-TEP1 - high_nutrients - high_light,6,6,RMF,0.214388591,nutrients & shading,Impatiens parviflora,control_alone,0.005614866,0.153867019,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
548,0.013335125,Impatiens noli-tangere,IMP-PO1 & IMP-PO2 - high_nutrients - high_light,6,6,RMF,0.214388591,nutrients & shading,Impatiens parviflora,control_alone,0.008287435,0.17007048,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
549,0.013335125,Impatiens noli-tangere,IMP-PO1 & IMP-TEP - high_nutrients - high_light,6,6,RMF,0.214388591,nutrients & shading,Impatiens parviflora,control_alone,0.003208018,0.140780727,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
550,0.013335125,Impatiens noli-tangere,IMP-PO1 & IMP-TEP1 - high_nutrients - high_light,6,6,RMF,0.214388591,nutrients & shading,Impatiens parviflora,control_alone,0.003787407,0.136182959,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
551,0.013335125,Impatiens noli-tangere,IMP-PO1 & IMP-PO2 - high_nutrients - high_light,6,6,RMF,0.214388591,nutrients & shading,Impatiens parviflora,control_alone,0.004563816,0.139172673,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
552,0.013335125,Impatiens noli-tangere,IMP-PO1 & IMP-TEP - high_nutrients - high_light,6,6,RMF,0.214388591,nutrients & shading,Impatiens parviflora,control_alone,0.005119457,0.148441935,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
553,0.013335125,Impatiens noli-tangere,IMP-PO1 & IMP-TEP1 - high_nutrients - high_light,6,6,RMF,0.214388591,nutrients & shading,Impatiens parviflora,control_alone,0.005487758,0.170300967,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
554,0.008259761,Impatiens noli-tangere,IMP-SED1 & IMP-TEP - high_nutrients - high_light,9,9,RMF,0.164972955,nutrients & shading,Impatiens parviflora,control_alone,0.00684709,0.151561463,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
555,0.008259761,Impatiens noli-tangere,IMP-SED1 & IMP-TEP1 - high_nutrients - high_light,9,9,RMF,0.164972955,nutrients & shading,Impatiens parviflora,control_alone,0.007543769,0.167112983,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
556,0.008259761,Impatiens noli-tangere,IMP-SED1 & IMP-TEP - high_nutrients - high_light,9,9,RMF,0.164972955,nutrients & shading,Impatiens parviflora,control_alone,0.005336154,0.143956422,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
557,0.008259761,Impatiens noli-tangere,IMP-SED1 & IMP-TEP1 - high_nutrients - high_light,9,9,RMF,0.164972955,nutrients & shading,Impatiens parviflora,control_alone,0.005614866,0.153867019,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
558,0.008259761,Impatiens noli-tangere,IMP-SED1 & IMP-TEP - high_nutrients - high_light,9,9,RMF,0.164972955,nutrients & shading,Impatiens parviflora,control_alone,0.003208018,0.140780727,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
559,0.008259761,Impatiens noli-tangere,IMP-SED1 & IMP-TEP1 - high_nutrients - high_light,9,9,RMF,0.164972955,nutrients & shading,Impatiens parviflora,control_alone,0.003787407,0.136182959,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
560,0.008259761,Impatiens noli-tangere,IMP-SED1 & IMP-LI1 - high_nutrients - high_light,9,9,RMF,0.164972955,nutrients & shading,Impatiens parviflora,control_alone,0.00558913,0.184584195,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
561,0.008259761,Impatiens noli-tangere,IMP-SED1 & IMP-PO2 - high_nutrients - high_light,9,9,RMF,0.164972955,nutrients & shading,Impatiens parviflora,control_alone,0.004563816,0.139172673,Dostál et al. 2012,non-leguminous forb,non-leguminous forb,49.99,14.57,2010
